slug,title,generated_code,status,error
maximize-greatness-of-an-array,Maximize Greatness of an Array,"```python
class Solution:
    def maximizeGreatness(self, nums: List[int]) -> int:
        nums_sorted = sorted(nums)
        perm_sorted = sorted(nums)
        
        res = 0
        i = 0
        j = 0
        n = len(nums)
        
        while j < n:
            if perm_sorted[j] > nums_sorted[i]:
                res += 1
                i += 1
            j += 1
        
        return res
```",Y,
check-knight-tour-configuration,Check Knight Tour Configuration,"```python
from typing import List

class Solution:
    def checkValidGrid(self, grid: List[List[int]]) -> bool:
        if grid[0][0] != 0:
            return False
        
        n = len(grid)
        positions = {}
        for i in range(n):
            for j in range(n):
                positions[grid[i][j]] = (i, j)
        
        for step in range(1, n * n):
            prev_x, prev_y = positions[step - 1]
            curr_x, curr_y = positions[step]
            dx = abs(curr_x - prev_x)
            dy = abs(curr_y - prev_y)
            if not ((dx == 2 and dy == 1) or (dx == 1 and dy == 2)):
                return False
        
        return True
```",Y,
smallest-missing-non-negative-integer-after-operations,Smallest Missing Non-negative Integer After Operations,"```python
from typing import List
from collections import defaultdict

class Solution:
    def findSmallestInteger(self, nums: List[int], value: int) -> int:
        freq = defaultdict(int)
        for num in nums:
            mod = num % value
            if mod < 0:
                mod += value
            freq[mod] += 1
        
        mex = 0
        while True:
            mod = mex % value
            if freq[mod] > 0:
                freq[mod] -= 1
                mex += 1
            else:
                return mex
```",Y,
count-the-number-of-beautiful-subarrays,Count the Number of Beautiful Subarrays,"```python
from typing import List
from collections import defaultdict

class Solution:
    def beautifulSubarrays(self, nums: List[int]) -> int:
        prefix_xor = 0
        xor_counts = defaultdict(int)
        xor_counts[0] = 1
        result = 0
        
        for num in nums:
            prefix_xor ^= num
            result += xor_counts[prefix_xor]
            xor_counts[prefix_xor] += 1
        
        return result
```",Y,
rearrange-array-to-maximize-prefix-score,Rearrange Array to Maximize Prefix Score,"```python
class Solution:
    def maxScore(self, nums: List[int]) -> int:
        nums.sort(reverse=True)
        prefix_sum = 0
        score = 0
        for num in nums:
            prefix_sum += num
            if prefix_sum > 0:
                score += 1
            else:
                break
        return score
```",Y,
count-ways-to-group-overlapping-ranges,Count Ways to Group Overlapping Ranges,"```python
class Solution:
    def countWays(self, ranges: List[List[int]]) -> int:
        ranges.sort()
        merged = []
        for start, end in ranges:
            if not merged:
                merged.append([start, end])
            else:
                last_start, last_end = merged[-1]
                if start <= last_end:
                    merged[-1][1] = max(last_end, end)
                else:
                    merged.append([start, end])
        return pow(2, len(merged), 10**9 + 7)
```",Y,
count-total-number-of-colored-cells,Count Total Number of Colored Cells,"```python
class Solution:
    def coloredCells(self, n: int) -> int:
        return 2 * n * n - 2 * n + 1
```",Y,
kth-largest-sum-in-a-binary-tree,Kth Largest Sum in a Binary Tree,"```python
from collections import deque

class Solution:
    def kthLargestLevelSum(self, root: Optional[TreeNode], k: int) -> int:
        if not root:
            return -1
        
        queue = deque([root])
        level_sums = []
        
        while queue:
            level_size = len(queue)
            current_sum = 0
            for _ in range(level_size):
                node = queue.popleft()
                current_sum += node.val
                if node.left:
                    queue.append(node.left)
                if node.right:
                    queue.append(node.right)
            level_sums.append(current_sum)
        
        if len(level_sums) < k:
            return -1
        
        level_sums.sort(reverse=True)
        return level_sums[k-1]
```",Y,
disconnect-path-in-a-binary-matrix-by-at-most-one-flip,Disconnect Path in a Binary Matrix by at Most One Flip,"```python
from typing import List

class Solution:
    def isPossibleToCutPath(self, grid: List[List[int]]) -> bool:
        m, n = len(grid), len(grid[0])
        
        def dfs(i, j):
            if i == m - 1 and j == n - 1:
                return True
            grid[i][j] = 0
            if i + 1 < m and grid[i + 1][j] == 1 and dfs(i + 1, j):
                return True
            if j + 1 < n and grid[i][j + 1] == 1 and dfs(i, j + 1):
                return True
            return False
        
        if not dfs(0, 0):
            return True
        grid[0][0] = 1
        return not dfs(0, 0)
```",Y,
maximum-number-of-integers-to-choose-from-a-range-i,Maximum Number of Integers to Choose From a Range I,"```python
from typing import List

class Solution:
    def maxCount(self, banned: List[int], n: int, maxSum: int) -> int:
        banned_set = set(banned)
        total = 0
        count = 0
        for num in range(1, n + 1):
            if num not in banned_set:
                if total + num <= maxSum:
                    total += num
                    count += 1
                else:
                    break
        return count
```",Y,
maximum-subsequence-score,Maximum Subsequence Score,"```python
import heapq
from typing import List

class Solution:
    def maxScore(self, nums1: List[int], nums2: List[int], k: int) -> int:
        pairs = sorted(zip(nums2, nums1), reverse=True)
        min_heap = []
        total = 0
        res = 0
        
        for num2, num1 in pairs:
            heapq.heappush(min_heap, num1)
            total += num1
            if len(min_heap) > k:
                val = heapq.heappop(min_heap)
                total -= val
            if len(min_heap) == k:
                res = max(res, total * num2)
        
        return res
```",Y,
apply-bitwise-operations-to-make-strings-equal,Apply Bitwise Operations to Make Strings Equal,"```python
class Solution:
    def makeStringsEqual(self, s: str, target: str) -> bool:
        if s == target:
            return True
        has_one_in_s = '1' in s
        has_one_in_target = '1' in target
        return has_one_in_s and has_one_in_target
```",Y,
sort-the-students-by-their-kth-score,Sort the Students by Their Kth Score,"```python
class Solution:
    def sortTheStudents(self, score: List[List[int]], k: int) -> List[List[int]]:
        return sorted(score, key=lambda x: -x[k])
```",Y,
minimize-the-maximum-of-two-arrays,Minimize the Maximum of Two Arrays,"```python
import math

class Solution:
    def minimizeSet(self, divisor1: int, divisor2: int, uniqueCnt1: int, uniqueCnt2: int) -> int:
        def lcm(a, b):
            return a * b // math.gcd(a, b)
        
        lcm_val = lcm(divisor1, divisor2)
        left, right = 0, 2 * 10**18
        
        while left < right:
            mid = (left + right) // 2
            not_div1 = mid - mid // divisor1
            not_div2 = mid - mid // divisor2
            not_div_both = mid - mid // divisor1 - mid // divisor2 + mid // lcm_val
            
            if (not_div1 >= uniqueCnt1 and 
                not_div2 >= uniqueCnt2 and 
                (not_div1 + not_div2 - not_div_both) >= (uniqueCnt1 + uniqueCnt2)):
                right = mid
            else:
                left = mid + 1
        return left
```",Y,
count-the-number-of-good-subarrays,Count the Number of Good Subarrays,"```python
from collections import defaultdict
from typing import List

class Solution:
    def countGood(self, nums: List[int], k: int) -> int:
        left = 0
        count = defaultdict(int)
        res = 0
        pairs = 0
        
        for right in range(len(nums)):
            num = nums[right]
            pairs += count[num]
            count[num] += 1
            
            while pairs >= k:
                res += len(nums) - right
                left_num = nums[left]
                count[left_num] -= 1
                pairs -= count[left_num]
                left += 1
        
        return res
```",Y,
increment-submatrices-by-one,Increment Submatrices by One,"```python
class Solution:
    def rangeAddQueries(self, n: int, queries: List[List[int]]) -> List[List[int]]:
        mat = [[0] * n for _ in range(n)]
        for row1, col1, row2, col2 in queries:
            for i in range(row1, row2 + 1):
                for j in range(col1, col2 + 1):
                    mat[i][j] += 1
        return mat
```",Y,
find-xor-beauty-of-array,Find Xor-Beauty of Array,"```python
from typing import List

class Solution:
    def xorBeauty(self, nums: List[int]) -> int:
        result = 0
        for num in nums:
            result ^= num
        return result
```",Y,
find-consecutive-integers-from-a-data-stream,Find Consecutive Integers from a Data Stream,"```python
class DataStream:

    def __init__(self, value: int, k: int):
        self.value = value
        self.k = k
        self.queue = []
        self.count = 0

    def consec(self, num: int) -> bool:
        self.queue.append(num)
        if num == self.value:
            self.count += 1
        else:
            self.count = 0
        
        if len(self.queue) < self.k:
            return False
        return self.count >= self.k
```",E,生成的代码不包含预期函数名 '__init__'或类名不正确
maximal-score-after-applying-k-operations,Maximal Score After Applying K Operations,"```python
import heapq
from typing import List

class Solution:
    def maxKelements(self, nums: List[int], k: int) -> int:
        max_heap = []
        for num in nums:
            heapq.heappush(max_heap, -num)
        
        total = 0
        for _ in range(k):
            if not max_heap:
                break
            current = -heapq.heappop(max_heap)
            total += current
            new_val = (current + 2) // 3  # Equivalent to math.ceil(current / 3)
            heapq.heappush(max_heap, -new_val)
        
        return total
```",Y,
make-number-of-distinct-characters-equal,Make Number of Distinct Characters Equal,"```python
class Solution:
    def isItPossible(self, word1: str, word2: str) -> bool:
        from collections import defaultdict

        count1 = defaultdict(int)
        count2 = defaultdict(int)
        
        for c in word1:
            count1[c] += 1
        for c in word2:
            count2[c] += 1
        
        distinct1 = len(count1)
        distinct2 = len(count2)
        
        for c1 in list(count1.keys()):
            for c2 in list(count2.keys()):
                new_count1 = count1.copy()
                new_count2 = count2.copy()
                
                new_count1[c1] -= 1
                if new_count1[c1] == 0:
                    del new_count1[c1]
                new_count1[c2] += 1
                
                new_count2[c2] -= 1
                if new_count2[c2] == 0:
                    del new_count2[c2]
                new_count2[c1] += 1
                
                if len(new_count1) == len(new_count2):
                    return True
        return False
```",Y,
closest-prime-numbers-in-range,Closest Prime Numbers in Range,"```python
import math

class Solution:
    def closestPrimes(self, left: int, right: int) -> List[int]:
        def is_prime(n):
            if n < 2:
                return False
            for p in [2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31]:
                if n % p == 0:
                    return n == p
            d = n - 1
            s = 0
            while d % 2 == 0:
                d //= 2
                s += 1
            for a in [2, 325, 9375, 28178, 450775, 9780504, 1795265022]:
                if a >= n:
                    continue
                x = pow(a, d, n)
                if x == 1 or x == n - 1:
                    continue
                for _ in range(s - 1):
                    x = pow(x, 2, n)
                    if x == n - 1:
                        break
                else:
                    return False
            return True

        primes = []
        for num in range(left, right + 1):
            if is_prime(num):
                primes.append(num)
        
        if len(primes) < 2:
            return [-1, -1]
        
        min_diff = float('inf')
        result = [-1, -1]
        for i in range(len(primes) - 1):
            diff = primes[i+1] - primes[i]
            if diff < min_diff:
                min_diff = diff
                result = [primes[i], primes[i+1]]
                if min_diff == 2:
                    break
        
        return result
```",Y,
distinct-prime-factors-of-product-of-array,Distinct Prime Factors of Product of Array,"```python
class Solution:
    def distinctPrimeFactors(self, nums: List[int]) -> int:
        def get_prime_factors(x):
            factors = set()
            if x == 1:
                return factors
            while x % 2 == 0:
                factors.add(2)
                x = x // 2
            i = 3
            while i * i <= x:
                while x % i == 0:
                    factors.add(i)
                    x = x // i
                i += 2
            if x > 1:
                factors.add(x)
            return factors
        
        prime_factors = set()
        for num in nums:
            factors = get_prime_factors(num)
            prime_factors.update(factors)
        return len(prime_factors)
```",Y,
difference-between-ones-and-zeros-in-row-and-column,Difference Between Ones and Zeros in Row and Column,"```python
from typing import List

class Solution:
    def onesMinusZeros(self, grid: List[List[int]]) -> List[List[int]]:
        m = len(grid)
        n = len(grid[0]) if m > 0 else 0
        
        onesRow = [0] * m
        zerosRow = [0] * m
        for i in range(m):
            onesRow[i] = sum(grid[i])
            zerosRow[i] = n - onesRow[i]
        
        onesCol = [0] * n
        zerosCol = [0] * n
        for j in range(n):
            col_sum = sum(grid[i][j] for i in range(m))
            onesCol[j] = col_sum
            zerosCol[j] = m - col_sum
        
        diff = [[0] * n for _ in range(m)]
        for i in range(m):
            for j in range(n):
                diff[i][j] = onesRow[i] + onesCol[j] - zerosRow[i] - zerosCol[j]
        
        return diff
```",Y,
minimum-operations-to-make-array-equal-ii,Minimum Operations to Make Array Equal II,"```python
from typing import List

class Solution:
    def minOperations(self, nums1: List[int], nums2: List[int], k: int) -> int:
        if k == 0:
            return 0 if nums1 == nums2 else -1
        
        total_pos = 0
        total_neg = 0
        
        for a, b in zip(nums1, nums2):
            diff = b - a
            if diff % k != 0:
                return -1
            ops = diff // k
            if ops > 0:
                total_pos += ops
            elif ops < 0:
                total_neg += -ops
        
        if total_pos != total_neg:
            return -1
        
        return total_pos
```",Y,
reward-top-k-students,Reward Top K Students,"```python
from typing import List

class Solution:
    def topStudents(self, positive_feedback: List[str], negative_feedback: List[str], report: List[str], student_id: List[int], k: int) -> List[int]:
        positive = set(positive_feedback)
        negative = set(negative_feedback)
        student_points = {}
        
        for i in range(len(report)):
            words = report[i].split()
            points = 0
            for word in words:
                if word in positive:
                    points += 3
                elif word in negative:
                    points -= 1
            current_id = student_id[i]
            student_points[current_id] = points
        
        sorted_students = sorted(student_points.keys(), key=lambda x: (-student_points[x], x))
        return sorted_students[:k]
```",Y,
maximum-tastiness-of-candy-basket,Maximum Tastiness of Candy Basket,"```python
class Solution:
    def maximumTastiness(self, price: List[int], k: int) -> int:
        price.sort()
        left, right = 0, price[-1] - price[0]
        answer = 0
        
        def is_possible(mid):
            count = 1
            last = price[0]
            for i in range(1, len(price)):
                if price[i] - last >= mid:
                    count += 1
                    last = price[i]
                    if count >= k:
                        return True
            return count >= k
        
        while left <= right:
            mid = (left + right) // 2
            if is_possible(mid):
                answer = mid
                left = mid + 1
            else:
                right = mid - 1
        return answer
```",Y,
take-k-of-each-character-from-left-and-right,Take K of Each Character From Left and Right,"```python
class Solution:
    def takeCharacters(self, s: str, k: int) -> int:
        if k == 0:
            return 0
        
        n = len(s)
        count = {'a': 0, 'b': 0, 'c': 0}
        for c in s:
            count[c] += 1
        
        if any(count[char] < k for char in 'abc'):
            return -1
        
        left_counts = {'a': 0, 'b': 0, 'c': 0}
        right_counts = {'a': 0, 'b': 0, 'c': 0}
        left = 0
        right = n - 1
        min_time = float('inf')
        
        for left in range(n + 1):
            if left > 0:
                left_counts[s[left - 1]] += 1
            current_right_counts = {'a': 0, 'b': 0, 'c': 0}
            temp_right = n - 1
            found = False
            for take_right in range(n - left + 1):
                if take_right > 0:
                    current_right_counts[s[temp_right]] += 1
                    temp_right -= 1
                total_a = left_counts['a'] + current_right_counts['a']
                total_b = left_counts['b'] + current_right_counts['b']
                total_c = left_counts['c'] + current_right_counts['c']
                if total_a >= k and total_b >= k and total_c >= k:
                    total_time = left + take_right
                    if total_time < min_time:
                        min_time = total_time
                    found = True
                    break
            if found:
                break
        
        right_counts = {'a': 0, 'b': 0, 'c': 0}
        for right_taken in range(n + 1):
            if right_taken > 0:
                right_counts[s[n - right_taken]] += 1
            current_left_counts = {'a': 0, 'b': 0, 'c': 0}
            temp_left = 0
            found = False
            for take_left in range(n - right_taken + 1):
                if take_left > 0:
                    current_left_counts[s[temp_left]] += 1
                    temp_left += 1
                total_a = current_left_counts['a'] + right_counts['a']
                total_b = current_left_counts['b'] + right_counts['b']
                total_c = current_left_counts['c'] + right_counts['c']
                if total_a >= k and total_b >= k and total_c >= k:
                    total_time = take_left + right_taken
                    if total_time < min_time:
                        min_time = total_time
                    found = True
                    break
            if found:
                break
        
        return min_time if min_time != float('inf') else -1
```",Y,
smallest-value-after-replacing-with-sum-of-prime-factors,Smallest Value After Replacing With Sum of Prime Factors,"```python
class Solution:
    def smallestValue(self, n: int) -> int:
        def get_prime_factors(x):
            factors = []
            while x % 2 == 0:
                factors.append(2)
                x = x // 2
            i = 3
            while i * i <= x:
                while x % i == 0:
                    factors.append(i)
                    x = x // i
                i += 2
            if x > 1:
                factors.append(x)
            return factors
        
        seen = set()
        current = n
        while current not in seen:
            seen.add(current)
            factors = get_prime_factors(current)
            if len(factors) == 1:
                break
            current = sum(factors)
        return current
```",Y,
frog-jump-ii,Frog Jump II,"```python
from typing import List

class Solution:
    def maxJump(self, stones: List[int]) -> int:
        if len(stones) == 2:
            return stones[1] - stones[0]
        max_cost = 0
        for i in range(2, len(stones)):
            max_cost = max(max_cost, stones[i] - stones[i-2])
        return max_cost
```",Y,
maximum-star-sum-of-a-graph,Maximum Star Sum of a Graph,"```python
from typing import List

class Solution:
    def maxStarSum(self, vals: List[int], edges: List[List[int]], k: int) -> int:
        from collections import defaultdict
        
        if not edges:
            return max(vals)
        
        graph = defaultdict(list)
        for a, b in edges:
            if vals[b] > 0:
                graph[a].append(vals[b])
            if vals[a] > 0:
                graph[b].append(vals[a])
        
        max_sum = -float('inf')
        for node in range(len(vals)):
            neighbors = sorted(graph.get(node, []), reverse=True)
            current_sum = vals[node] + sum(neighbors[:k])
            if current_sum > max_sum:
                max_sum = current_sum
        
        return max_sum
```",Y,
design-memory-allocator,Design Memory Allocator,"```python
class Allocator:

    def __init__(self, n: int):
        self.memory = [0] * n

    def allocate(self, size: int, mID: int) -> int:
        consecutive = 0
        start = -1
        for i in range(len(self.memory)):
            if self.memory[i] == 0:
                if consecutive == 0:
                    start = i
                consecutive += 1
                if consecutive == size:
                    for j in range(start, start + size):
                        self.memory[j] = mID
                    return start
            else:
                consecutive = 0
        return -1

    def freeMemory(self, mID: int) -> int:
        count = 0
        for i in range(len(self.memory)):
            if self.memory[i] == mID:
                self.memory[i] = 0
                count += 1
        return count


```",E,生成的代码不包含预期函数名 '__init__'或类名不正确
longest-square-streak-in-an-array,Longest Square Streak in an Array,"```python
from typing import List

class Solution:
    def longestSquareStreak(self, nums: List[int]) -> int:
        num_set = set(nums)
        max_streak = -1
        
        for num in sorted(nums):
            current_streak = 1
            next_num = num * num
            while next_num in num_set:
                current_streak += 1
                next_num *= next_num
            if current_streak >= 2 and current_streak > max_streak:
                max_streak = current_streak
        
        return max_streak if max_streak != -1 else -1
```",Y,
minimum-score-of-a-path-between-two-cities,Minimum Score of a Path Between Two Cities,"```python
from typing import List
from collections import deque

class Solution:
    def minScore(self, n: int, roads: List[List[int]]) -> int:
        graph = [[] for _ in range(n + 1)]
        for a, b, d in roads:
            graph[a].append((b, d))
            graph[b].append((a, d))
        
        visited = [False] * (n + 1)
        queue = deque()
        queue.append(1)
        visited[1] = True
        min_score = float('inf')
        
        while queue:
            node = queue.popleft()
            for neighbor, d in graph[node]:
                min_score = min(min_score, d)
                if not visited[neighbor]:
                    visited[neighbor] = True
                    queue.append(neighbor)
        
        return min_score
```",Y,
divide-players-into-teams-of-equal-skill,Divide Players Into Teams of Equal Skill,"```python
from typing import List

class Solution:
    def dividePlayers(self, skill: List[int]) -> int:
        skill.sort()
        n = len(skill)
        total_skill = sum(skill)
        if total_skill % (n // 2) != 0:
            return -1
        target = total_skill // (n // 2)
        left, right = 0, n - 1
        chemistry_sum = 0
        while left < right:
            if skill[left] + skill[right] != target:
                return -1
            chemistry_sum += skill[left] * skill[right]
            left += 1
            right -= 1
        return chemistry_sum
```",Y,
minimum-penalty-for-a-shop,Minimum Penalty for a Shop,"```python
class Solution:
    def bestClosingTime(self, customers: str) -> int:
        n = len(customers)
        prefix_n = [0] * (n + 1)
        suffix_y = [0] * (n + 1)
        
        for i in range(1, n + 1):
            prefix_n[i] = prefix_n[i - 1] + (1 if customers[i - 1] == 'N' else 0)
        
        for i in range(n - 1, -1, -1):
            suffix_y[i] = suffix_y[i + 1] + (1 if customers[i] == 'Y' else 0)
        
        min_penalty = float('inf')
        best_hour = 0
        
        for hour in range(n + 1):
            penalty = prefix_n[hour] + suffix_y[hour]
            if penalty < min_penalty:
                min_penalty = penalty
                best_hour = hour
        
        return best_hour
```",Y,
remove-nodes-from-linked-list,Remove Nodes From Linked List,"```python
class Solution:
    def removeNodes(self, head: Optional[ListNode]) -> Optional[ListNode]:
        stack = []
        current = head
        while current:
            while stack and stack[-1].val < current.val:
                stack.pop()
            stack.append(current)
            current = current.next
        
        dummy = ListNode()
        prev = dummy
        for node in stack:
            prev.next = node
            prev = node
        prev.next = None
        return dummy.next
```",Y,
append-characters-to-string-to-make-subsequence,Append Characters to String to Make Subsequence,"```python
class Solution:
    def appendCharacters(self, s: str, t: str) -> int:
        s_ptr = 0
        t_ptr = 0
        s_len = len(s)
        t_len = len(t)
        
        while s_ptr < s_len and t_ptr < t_len:
            if s[s_ptr] == t[t_ptr]:
                t_ptr += 1
            s_ptr += 1
        
        return t_len - t_ptr
```",Y,
minimum-fuel-cost-to-report-to-the-capital,Minimum Fuel Cost to Report to the Capital,"```python
from typing import List
from collections import defaultdict, deque

class Solution:
    def minimumFuelCost(self, roads: List[List[int]], seats: int) -> int:
        if not roads:
            return 0
        
        graph = defaultdict(list)
        for a, b in roads:
            graph[a].append(b)
            graph[b].append(a)
        
        parent = {}
        children = defaultdict(list)
        queue = deque([0])
        parent[0] = -1
        
        while queue:
            node = queue.popleft()
            for neighbor in graph[node]:
                if neighbor != parent[node]:
                    parent[neighbor] = node
                    children[node].append(neighbor)
                    queue.append(neighbor)
        
        fuel = 0
        
        def dfs(node):
            nonlocal fuel
            total_people = 1
            for child in children[node]:
                people = dfs(child)
                total_people += people
                fuel += (people + seats - 1) // seats
            return total_people
        
        dfs(0)
        return fuel
```",Y,
closest-nodes-queries-in-a-binary-search-tree,Closest Nodes Queries in a Binary Search Tree,"```python
class Solution:
    def closestNodes(self, root: Optional[TreeNode], queries: List[int]) -> List[List[int]]:
        values = []
        def inorder(node):
            if node:
                inorder(node.left)
                values.append(node.val)
                inorder(node.right)
        inorder(root)
        
        answer = []
        for q in queries:
            mini = -1
            maxi = -1
            left, right = 0, len(values) - 1
            while left <= right:
                mid = (left + right) // 2
                if values[mid] <= q:
                    mini = values[mid]
                    left = mid + 1
                else:
                    right = mid - 1
            left, right = 0, len(values) - 1
            while left <= right:
                mid = (left + right) // 2
                if values[mid] >= q:
                    maxi = values[mid]
                    right = mid - 1
                else:
                    left = mid + 1
            answer.append([mini, maxi])
        return answer
```",Y,
most-profitable-path-in-a-tree,Most Profitable Path in a Tree,"```python
from typing import List
from collections import deque

class Solution:
    def mostProfitablePath(self, edges: List[List[int]], bob: int, amount: List[int]) -> int:
        n = len(edges) + 1
        graph = [[] for _ in range(n)]
        for a, b in edges:
            graph[a].append(b)
            graph[b].append(a)
        
        parent = [ -1 ] * n
        q = deque([0])
        while q:
            u = q.popleft()
            for v in graph[u]:
                if parent[v] == -1 and v != 0:
                    parent[v] = u
                    q.append(v)
        
        bob_path = []
        u = bob
        while u != -1:
            bob_path.append(u)
            u = parent[u]
        bob_path.reverse()
        
        bob_time = {}
        for t, node in enumerate(bob_path):
            bob_time[node] = t
        
        max_profit = -float('inf')
        q = deque()
        q.append((0, 0, 0))  # (node, time, current_profit)
        visited = [False] * n
        visited[0] = True
        
        while q:
            node, time, profit = q.popleft()
            
            if node in bob_time:
                if time < bob_time[node]:
                    current_amount = amount[node]
                elif time == bob_time[node]:
                    current_amount = amount[node] // 2
                else:
                    current_amount = 0
            else:
                current_amount = amount[node]
            
            new_profit = profit + current_amount
            
            is_leaf = True
            for neighbor in graph[node]:
                if not visited[neighbor]:
                    is_leaf = False
                    break
            
            if is_leaf and node != 0:
                max_profit = max(max_profit, new_profit)
            else:
                for neighbor in graph[node]:
                    if not visited[neighbor]:
                        visited[neighbor] = True
                        q.append((neighbor, time + 1, new_profit))
        
        return max_profit
```",Y,
count-ways-to-build-good-strings,Count Ways To Build Good Strings,"```python
class Solution:
    def countGoodStrings(self, low: int, high: int, zero: int, one: int) -> int:
        MOD = 10**9 + 7
        dp = [0] * (high + 1)
        dp[0] = 1
        for i in range(1, high + 1):
            if i >= zero:
                dp[i] += dp[i - zero]
            if i >= one:
                dp[i] += dp[i - one]
            dp[i] %= MOD
        total = 0
        for i in range(low, high + 1):
            total += dp[i]
            total %= MOD
        return total
```",Y,
minimum-number-of-operations-to-sort-a-binary-tree-by-level,Minimum Number of Operations to Sort a Binary Tree by Level,"```python
from collections import deque

class Solution:
    def minimumOperations(self, root: Optional[TreeNode]) -> int:
        if not root:
            return 0
        
        queue = deque([root])
        operations = 0
        
        while queue:
            level_size = len(queue)
            current_level = []
            for _ in range(level_size):
                node = queue.popleft()
                current_level.append(node.val)
                if node.left:
                    queue.append(node.left)
                if node.right:
                    queue.append(node.right)
            
            sorted_level = sorted(current_level)
            value_to_index = {val: idx for idx, val in enumerate(current_level)}
            
            for i in range(len(current_level)):
                if current_level[i] != sorted_level[i]:
                    correct_val = sorted_level[i]
                    current_val = current_level[i]
                    
                    swap_idx = value_to_index[correct_val]
                    current_level[i], current_level[swap_idx] = current_level[swap_idx], current_level[i]
                    
                    value_to_index[current_val] = swap_idx
                    value_to_index[correct_val] = i
                    
                    operations += 1
        
        return operations
```",Y,
number-of-subarrays-with-lcm-equal-to-k,Number of Subarrays With LCM Equal to K,"```python
import math
from typing import List

class Solution:
    def subarrayLCM(self, nums: List[int], k: int) -> int:
        count = 0
        n = len(nums)
        for i in range(n):
            current_lcm = 1
            for j in range(i, n):
                current_lcm = math.lcm(current_lcm, nums[j])
                if current_lcm == k:
                    count += 1
                elif current_lcm > k:
                    break
        return count
```",Y,
total-cost-to-hire-k-workers,Total Cost to Hire K Workers,"```python
import heapq

class Solution:
    def totalCost(self, costs: List[int], k: int, candidates: int) -> int:
        left_heap = []
        right_heap = []
        n = len(costs)
        left_ptr = 0
        right_ptr = n - 1
        total_cost = 0
        
        for _ in range(k):
            while left_ptr <= right_ptr and len(left_heap) < candidates:
                heapq.heappush(left_heap, (costs[left_ptr], left_ptr))
                left_ptr += 1
            while left_ptr <= right_ptr and len(right_heap) < candidates:
                heapq.heappush(right_heap, (costs[right_ptr], right_ptr))
                right_ptr -= 1
            
            left_min = left_heap[0] if left_heap else (float('inf'), -1)
            right_min = right_heap[0] if right_heap else (float('inf'), -1)
            
            if left_min[0] <= right_min[0]:
                total_cost += left_min[0]
                heapq.heappop(left_heap)
            else:
                total_cost += right_min[0]
                heapq.heappop(right_heap)
        
        return total_cost
```",Y,
maximum-sum-of-distinct-subarrays-with-length-k,Maximum Sum of Distinct Subarrays With Length K,"```python
from typing import List
from collections import defaultdict

class Solution:
    def maximumSubarraySum(self, nums: List[int], k: int) -> int:
        max_sum = 0
        current_sum = 0
        freq = defaultdict(int)
        left = 0
        
        for right in range(len(nums)):
            freq[nums[right]] += 1
            current_sum += nums[right]
            
            if right - left + 1 == k:
                if len(freq) == k:
                    max_sum = max(max_sum, current_sum)
                
                freq[nums[left]] -= 1
                if freq[nums[left]] == 0:
                    del freq[nums[left]]
                current_sum -= nums[left]
                left += 1
        
        return max_sum
```",Y,
words-within-two-edits-of-dictionary,Words Within Two Edits of Dictionary,"```python
from typing import List

class Solution:
    def twoEditWords(self, queries: List[str], dictionary: List[str]) -> List[str]:
        result = []
        for query in queries:
            found = False
            for word in dictionary:
                if len(query) != len(word):
                    continue
                diff = 0
                for a, b in zip(query, word):
                    if a != b:
                        diff += 1
                        if diff > 2:
                            break
                if diff <= 2:
                    found = True
                    break
            if found:
                result.append(query)
        return result
```",Y,
destroy-sequential-targets,Destroy Sequential Targets,"```python
from typing import List
from collections import defaultdict

class Solution:
    def destroyTargets(self, nums: List[int], space: int) -> int:
        mod_counts = defaultdict(int)
        mod_min = {}
        
        for num in nums:
            mod = num % space
            mod_counts[mod] += 1
            if mod in mod_min:
                if num < mod_min[mod]:
                    mod_min[mod] = num
            else:
                mod_min[mod] = num
        
        max_count = max(mod_counts.values()) if mod_counts else 0
        candidates = [mod_min[mod] for mod in mod_counts if mod_counts[mod] == max_count]
        
        return min(candidates) if candidates else min(nums)
```",Y,
number-of-subarrays-with-gcd-equal-to-k,Number of Subarrays With GCD Equal to K,"```python
import math
from typing import List

class Solution:
    def subarrayGCD(self, nums: List[int], k: int) -> int:
        count = 0
        n = len(nums)
        for i in range(n):
            current_gcd = 0
            for j in range(i, n):
                current_gcd = math.gcd(current_gcd, nums[j])
                if current_gcd == k:
                    count += 1
                elif current_gcd < k:
                    break
        return count
```",Y,
minimum-addition-to-make-integer-beautiful,Minimum Addition to Make Integer Beautiful,"```python
class Solution:
    def makeIntegerBeautiful(self, n: int, target: int) -> int:
        def digit_sum(num):
            s = 0
            while num > 0:
                s += num % 10
                num = num // 10
            return s
        
        x = 0
        power = 1
        while digit_sum(n + x) > target:
            step = power * 10 - (n + x) % (power * 10)
            x += step
            power *= 10
        return x
```",Y,
