id,title,slug,difficulty,paid_only
2728,Sum in a Matrix,sum-in-a-matrix,Medium,False
2725,Mice and Cheese,mice-and-cheese,Medium,False
2724,Convert an Array Into a 2D Array With Conditions,convert-an-array-into-a-2d-array-with-conditions,Medium,False
2721,Sum of Distances,sum-of-distances,Medium,False
2720,Minimize the Maximum Difference of Pairs,minimize-the-maximum-difference-of-pairs,Medium,False
2718,Minimum Operations to Make All Array Elements Equal,minimum-operations-to-make-all-array-elements-equal,Medium,False
2716,Prime Subtraction Operation,prime-subtraction-operation,Medium,False
2713,Find the Divisibility Array of a String,find-the-divisibility-array-of-a-string,Medium,False
2712,Find the Maximum Number of Marked Indices,find-the-maximum-number-of-marked-indices,Medium,False
2710,Minimum Operations to Reduce an Integer to 0,minimum-operations-to-reduce-an-integer-to-0,Medium,False
2709,Count the Number of Square-Free Subsets,count-the-number-of-square-free-subsets,Medium,False
2706,Minimum Score by Changing Two Elements,minimum-score-by-changing-two-elements,Medium,False
2705,Minimum Impossible OR,minimum-impossible-or,Medium,False
2700,Substring XOR Queries,substring-xor-queries,Medium,False
2699,Count the Number of Fair Pairs,count-the-number-of-fair-pairs,Medium,False
2696,The Number of Beautiful Subsets,the-number-of-beautiful-subsets,Medium,False
2695,Find Score of an Array After Marking All Elements,find-score-of-an-array-after-marking-all-elements,Medium,False
2691,Count Vowel Strings in Ranges,count-vowel-strings-in-ranges,Medium,False
2690,House Robber IV,house-robber-iv,Medium,False
2686,Minimum Cost of a Path With Special Roads,minimum-cost-of-a-path-with-special-roads,Medium,False
2685,First Completely Painted Row or Column,first-completely-painted-row-or-column,Medium,False
2680,Count Collisions of Monkeys on a Polygon,count-collisions-of-monkeys-on-a-polygon,Medium,False
2677,Cousins in Binary Tree II,cousins-in-binary-tree-ii,Medium,False
2676,Find the Score of All Prefixes of an Array,find-the-score-of-all-prefixes-of-an-array,Medium,False
2673,Maximize Win From Two Segments,maximize-win-from-two-segments,Medium,False
2670,Make K-Subarray Sums Equal,make-k-subarray-sums-equal,Medium,False
2669,Find the Substring With Maximum Cost,find-the-substring-with-maximum-cost,Medium,False
2665,Minimum Time to Repair Cars,minimum-time-to-repair-cars,Medium,False
2664,Maximize Greatness of an Array,maximize-greatness-of-an-array,Medium,False
2662,Check Knight Tour Configuration,check-knight-tour-configuration,Medium,False
2661,Smallest Missing Non-negative Integer After Operations,smallest-missing-non-negative-integer-after-operations,Medium,False
2656,Count the Number of Beautiful Subarrays,count-the-number-of-beautiful-subarrays,Medium,False
2655,Rearrange Array to Maximize Prefix Score,rearrange-array-to-maximize-prefix-score,Medium,False
2651,Count Ways to Group Overlapping Ranges,count-ways-to-group-overlapping-ranges,Medium,False
2649,Count Total Number of Colored Cells,count-total-number-of-colored-cells,Medium,False
2646,Kth Largest Sum in a Binary Tree,kth-largest-sum-in-a-binary-tree,Medium,False
2641,Disconnect Path in a Binary Matrix by at Most One Flip,disconnect-path-in-a-binary-matrix-by-at-most-one-flip,Medium,False
2640,Maximum Number of Integers to Choose From a Range I,maximum-number-of-integers-to-choose-from-a-range-i,Medium,False
2636,Maximum Subsequence Score,maximum-subsequence-score,Medium,False
2632,Apply Bitwise Operations to Make Strings Equal,apply-bitwise-operations-to-make-strings-equal,Medium,False
2631,Sort the Students by Their Kth Score,sort-the-students-by-their-kth-score,Medium,False
2628,Minimize the Maximum of Two Arrays,minimize-the-maximum-of-two-arrays,Medium,False
2626,Count the Number of Good Subarrays,count-the-number-of-good-subarrays,Medium,False
2625,Increment Submatrices by One,increment-submatrices-by-one,Medium,False
2621,Find Xor-Beauty of Array,find-xor-beauty-of-array,Medium,False
2620,Find Consecutive Integers from a Data Stream,find-consecutive-integers-from-a-data-stream,Medium,False
2616,Maximal Score After Applying K Operations,maximal-score-after-applying-k-operations,Medium,False
2615,Make Number of Distinct Characters Equal,make-number-of-distinct-characters-equal,Medium,False
2610,Closest Prime Numbers in Range,closest-prime-numbers-in-range,Medium,False
2609,Distinct Prime Factors of Product of Array,distinct-prime-factors-of-product-of-array,Medium,False
2606,Difference Between Ones and Zeros in Row and Column,difference-between-ones-and-zeros-in-row-and-column,Medium,False
2604,Minimum Operations to Make Array Equal II,minimum-operations-to-make-array-equal-ii,Medium,False
2603,Reward Top K Students,reward-top-k-students,Medium,False
2600,Maximum Tastiness of Candy Basket,maximum-tastiness-of-candy-basket,Medium,False
2599,Take K of Each Character From Left and Right,take-k-of-each-character-from-left-and-right,Medium,False
2595,Smallest Value After Replacing With Sum of Prime Factors,smallest-value-after-replacing-with-sum-of-prime-factors,Medium,False
2591,Frog Jump II,frog-jump-ii,Medium,False
2590,Maximum Star Sum of a Graph,maximum-star-sum-of-a-graph,Medium,False
2587,Design Memory Allocator,design-memory-allocator,Medium,False
2586,Longest Square Streak in an Array,longest-square-streak-in-an-array,Medium,False
2582,Minimum Score of a Path Between Two Cities,minimum-score-of-a-path-between-two-cities,Medium,False
2581,Divide Players Into Teams of Equal Skill,divide-players-into-teams-of-equal-skill,Medium,False
2576,Minimum Penalty for a Shop,minimum-penalty-for-a-shop,Medium,False
2573,Remove Nodes From Linked List,remove-nodes-from-linked-list,Medium,False
2572,Append Characters to String to Make Subsequence,append-characters-to-string-to-make-subsequence,Medium,False
2568,Minimum Fuel Cost to Report to the Capital,minimum-fuel-cost-to-report-to-the-capital,Medium,False
2567,Closest Nodes Queries in a Binary Search Tree,closest-nodes-queries-in-a-binary-search-tree,Medium,False
2564,Most Profitable Path in a Tree,most-profitable-path-in-a-tree,Medium,False
2562,Count Ways To Build Good Strings,count-ways-to-build-good-strings,Medium,False
2558,Minimum Number of Operations to Sort a Binary Tree by Level,minimum-number-of-operations-to-sort-a-binary-tree-by-level,Medium,False
2557,Number of Subarrays With LCM Equal to K,number-of-subarrays-with-lcm-equal-to-k,Medium,False
2553,Total Cost to Hire K Workers,total-cost-to-hire-k-workers,Medium,False
2552,Maximum Sum of Distinct Subarrays With Length K,maximum-sum-of-distinct-subarrays-with-length-k,Medium,False
2550,Words Within Two Edits of Dictionary,words-within-two-edits-of-dictionary,Medium,False
2548,Destroy Sequential Targets,destroy-sequential-targets,Medium,False
2546,Number of Subarrays With GCD Equal to K,number-of-subarrays-with-gcd-equal-to-k,Medium,False
2544,Minimum Addition to Make Integer Beautiful,minimum-addition-to-make-integer-beautiful,Medium,False
2543,Most Popular Video Creator,most-popular-video-creator,Medium,False
2541,Sum of Number and Its Reverse,sum-of-number-and-its-reverse,Medium,False
2533,Bitwise XOR of All Pairings,bitwise-xor-of-all-pairings,Medium,False
2530,Minimize Maximum of Array,minimize-maximum-of-array,Medium,False
2529,Range Product Queries of Powers,range-product-queries-of-powers,Medium,False
2525,Count Number of Distinct Integers After Reverse Operations,count-number-of-distinct-integers-after-reverse-operations,Medium,False
2520,Using a Robot to Print the Lexicographically Smallest String,using-a-robot-to-print-the-lexicographically-smallest-string,Medium,False
2519,Find The Original Array of Prefix Xor,find-the-original-array-of-prefix-xor,Medium,False
2512,Longest Uploaded Prefix,longest-uploaded-prefix,Medium,False
2511,Partition String Into Substrings With Values at Most K,partition-string-into-substrings-with-values-at-most-k,Medium,False
2509,Minimize XOR,minimize-xor,Medium,False
2508,Maximum Sum of an Hourglass,maximum-sum-of-an-hourglass,Medium,False
2504,Find All Good Indices,find-all-good-indices,Medium,False
2503,Longest Subarray With Maximum Bitwise AND,longest-subarray-with-maximum-bitwise-and,Medium,False
2498,Smallest Subarrays With Maximum Bitwise OR,smallest-subarrays-with-maximum-bitwise-or,Medium,False
2497,Maximum Matching of Players With Trainers,maximum-matching-of-players-with-trainers,Medium,False
2493,Reverse Odd Levels of Binary Tree,reverse-odd-levels-of-binary-tree,Medium,False
2492,Length of the Longest Alphabetical Continuous Substring,length-of-the-longest-alphabetical-continuous-substring,Medium,False
2488,Divide Intervals Into Minimum Number of Groups,divide-intervals-into-minimum-number-of-groups,Medium,False
2487,Optimal Partition of String,optimal-partition-of-string,Medium,False
3828,Analyze Organization Hierarchy,analyze-organization-hierarchy,Hard,False
3801,Count Beautiful Numbers,count-beautiful-numbers,Hard,False
3798,Longest Special Path II,longest-special-path-ii,Hard,False
3792,Find Invalid IP Addresses,find-invalid-ip-addresses,Hard,False
3789,Maximize Subarrays After Removing One Conflicting Pair,maximize-subarrays-after-removing-one-conflicting-pair,Hard,False
3784,Longest Common Prefix of K Strings After Removal,longest-common-prefix-of-k-strings-after-removal,Hard,False
3783,Permutations IV,permutations-iv,Hard,False
3781,Maximize the Distance Between Points on a Square,maximize-the-distance-between-points-on-a-square,Hard,False
3775,Separate Squares II,separate-squares-ii,Hard,False
3774,Check If Digits Are Equal in String After Operations II,check-if-digits-are-equal-in-string-after-operations-ii,Hard,False
3770,Lexicographically Smallest Generated String,lexicographically-smallest-generated-string,Hard,False
3762,Maximize the Minimum Game Score,maximize-the-minimum-game-score,Hard,False
3761,Maximum Difference Between Even and Odd Frequency II,maximum-difference-between-even-and-odd-frequency-ii,Hard,False
3744,Minimum Operations to Make Array Elements Zero,minimum-operations-to-make-array-elements-zero,Hard,False
3739,Manhattan Distances of All Arrangements of Pieces,manhattan-distances-of-all-arrangements-of-pieces,Hard,False
3733,Length of Longest V-Shaped Diagonal Segment,length-of-longest-v-shaped-diagonal-segment,Hard,False
3725,Maximum and Minimum Sums of at Most Size K Subarrays,maximum-and-minimum-sums-of-at-most-size-k-subarrays,Hard,False
3713,Frequencies of Shortest Supersequences,frequencies-of-shortest-supersequences,Hard,False
3711,First Letter Capitalization II,first-letter-capitalization-ii,Hard,False
3706,Smallest Substring With Identical Characters II,smallest-substring-with-identical-characters-ii,Hard,False
3701,Minimum Cost Good Caption,minimum-cost-good-caption,Hard,False
3700,Subsequences with a Unique Middle Mode I,subsequences-with-a-unique-middle-mode-i,Hard,False
3697,Minimum Increments for Target Multiples in an Array,minimum-increments-for-target-multiples-in-an-array,Hard,False
3696,Count Substrings Divisible By Last Digit,count-substrings-divisible-by-last-digit,Hard,False
3692,Shortest Matching Substring,shortest-matching-substring,Hard,False
3690,Smallest Substring With Identical Characters I,smallest-substring-with-identical-characters-i,Hard,False
3689,Maximum Area Rectangle With Point Constraints II,maximum-area-rectangle-with-point-constraints-ii,Hard,False
3688,Maximize Subarray Sum After Removing All Occurrences of One Element,maximize-subarray-sum-after-removing-all-occurrences-of-one-element,Hard,False
3687,Longest Special Path,longest-special-path,Hard,False
3682,Count the Number of Arrays with K Matching Adjacent Elements,count-the-number-of-arrays-with-k-matching-adjacent-elements,Hard,False
3680,Count Connected Components in LCM Graph,count-connected-components-in-lcm-graph,Hard,False
3675,Maximize Sum of Weights after Edge Removals,maximize-sum-of-weights-after-edge-removals,Hard,False
3674,Count Non-Decreasing Subarrays After K Operations,count-non-decreasing-subarrays-after-k-operations,Hard,False
3658,Minimize the Maximum Adjacent Element Difference,minimize-the-maximum-adjacent-element-difference,Hard,False
3648,Find the Maximum Number of Fruits Collected,find-the-maximum-number-of-fruits-collected,Hard,False
3646,Sum of Good Subsequences,sum-of-good-subsequences,Hard,False
3645,Maximize the Number of Target Nodes After Connecting Trees II,maximize-the-number-of-target-nodes-after-connecting-trees-ii,Hard,False
3640,Maximum Frequency of an Element After Performing Operations II,maximum-frequency-of-an-element-after-performing-operations-ii,Hard,False
3638,Minimum Operations to Make Character Frequencies Equal,minimum-operations-to-make-character-frequencies-equal,Hard,False
3637,Count Number of Balanced Permutations,count-number-of-balanced-permutations,Hard,False
3635,Smallest Divisible Digit Product II,smallest-divisible-digit-product-ii,Hard,False
3631,Count K-Reducible Numbers Less Than N,count-k-reducible-numbers-less-than-n,Hard,False
3630,Total Characters in String After Transformations II,total-characters-in-string-after-transformations-ii,Hard,False
3618,Find the Original Typed String II,find-the-original-typed-string-ii,Hard,False
3608,Find the Number of Subsequences With Equal GCD,find-the-number-of-subsequences-with-equal-gcd,Hard,False
3604,Find the Number of Possible Ways for an Event,find-the-number-of-possible-ways-for-an-event,Hard,False
3603,Check if DFS Strings Are Palindromes,check-if-dfs-strings-are-palindromes,Hard,False
3601,Find the K-th Character in String Game II,find-the-k-th-character-in-string-game-ii,Hard,False
3592,Find X-Sum of All K-Long Subarrays II,find-x-sum-of-all-k-long-subarrays-ii,Hard,False
3588,Count The Number of Winning Sequences,count-the-number-of-winning-sequences,Hard,False
3583,Sorted GCD Pair Queries,sorted-gcd-pair-queries,Hard,False
3580,Find the Occurrence of First Almost Equal Substring,find-the-occurrence-of-first-almost-equal-substring,Hard,False
3578,Construct 2D Grid Matching Graph Layout,construct-2d-grid-matching-graph-layout,Hard,False
3575,Find the Maximum Sequence Value of Array,find-the-maximum-sequence-value-of-array,Hard,False
3572,Count Substrings That Can Be Rearranged to Contain a String II,count-substrings-that-can-be-rearranged-to-contain-a-string-ii,Hard,False
3571,Length of the Longest Increasing Path,length-of-the-longest-increasing-path,Hard,False
3563,Select Cells in Grid With Maximum Score,select-cells-in-grid-with-maximum-score,Hard,False
3562,Maximum Score of Non-overlapping Intervals,maximum-score-of-non-overlapping-intervals,Hard,False
3560,Maximum Number of Moves to Kill All Pawns,maximum-number-of-moves-to-kill-all-pawns,Hard,False
3557,Minimum Number of Valid Strings to Form Target II,minimum-number-of-valid-strings-to-form-target-ii,Hard,False
3556,Final Array State After K Multiplication Operations II,final-array-state-after-k-multiplication-operations-ii,Hard,False
3552,Find the Largest Palindrome Divisible by K,find-the-largest-palindrome-divisible-by-k,Hard,False
3551,Maximum XOR Score Subarray Queries,maximum-xor-score-subarray-queries,Hard,False
3550,Maximum Value Sum by Placing Three Rooks I,maximum-value-sum-by-placing-three-rooks-i,Hard,False
3548,Find the Count of Good Integers,find-the-count-of-good-integers,Hard,False
3546,Count Substrings That Satisfy K-Constraint II,count-substrings-that-satisfy-k-constraint-ii,Hard,False
3544,Count Almost Equal Pairs II,count-almost-equal-pairs-ii,Hard,False
3542,Maximum Value Sum by Placing Three Rooks II,maximum-value-sum-by-placing-three-rooks-ii,Hard,False
3536,Find the Count of Monotonic Pairs II,find-the-count-of-monotonic-pairs-ii,Hard,False
3535,Find the Count of Monotonic Pairs I,find-the-count-of-monotonic-pairs-i,Hard,False
3532,Time Taken to Mark All Nodes,time-taken-to-mark-all-nodes,Hard,False
3531,Minimum Amount of Damage Dealt to Bob,minimum-amount-of-damage-dealt-to-bob,Hard,False
3527,Alternating Groups III,alternating-groups-iii,Hard,False
3514,Shortest Distance After Road Addition Queries II,shortest-distance-after-road-addition-queries-ii,Hard,False
3500,Minimum Cost for Cutting Cake II,minimum-cost-for-cutting-cake-ii,Hard,False
3482,Construct String with Minimum Cost,construct-string-with-minimum-cost,Hard,False
3478,Check if the Rectangle Corner Is Reachable,check-if-the-rectangle-corner-is-reachable,Hard,False
3470,Maximum Score From Grid Operations,maximum-score-from-grid-operations,Hard,False
3466,Number of Subarrays With AND Value of K,number-of-subarrays-with-and-value-of-k,Hard,False
3460,Count the Number of Inversions,count-the-number-of-inversions,Hard,False
3459,Find the Minimum Area to Cover All Ones II,find-the-minimum-area-to-cover-all-ones-ii,Hard,False
3454,Minimum Operations to Make Array Equal to Target,minimum-operations-to-make-array-equal-to-target,Hard,False
3452,Find the Maximum Length of a Good Subsequence II,find-the-maximum-length-of-a-good-subsequence-ii,Hard,False
3443,Maximum Total Reward Using Operations II,maximum-total-reward-using-operations-ii,Hard,False
3439,Find Minimum Diameter After Merging Two Trees,find-minimum-diameter-after-merging-two-trees,Hard,False
3438,Peaks in Array,peaks-in-array,Hard,False
3436,Find Subarray With Bitwise OR Closest to K,find-subarray-with-bitwise-or-closest-to-k,Hard,False
3435,Block Placement Queries,block-placement-queries,Hard,False
3431,Find the Minimum Cost Array Permutation,find-the-minimum-cost-array-permutation,Hard,False
3423,Maximum Sum of Subsequence With Non-adjacent Elements,maximum-sum-of-subsequence-with-non-adjacent-elements,Hard,False
3414,Find Number of Ways to Reach the K-th Stair,find-number-of-ways-to-reach-the-k-th-stair,Hard,False
3411,Find Products of Elements of Big Array,find-products-of-elements-of-big-array,Hard,False
3407,Find All Possible Stable Binary Arrays II,find-all-possible-stable-binary-arrays-ii,Hard,False
3402,Minimum Cost to Equalize Array,minimum-cost-to-equalize-array,Hard,False
3386,Find Edges in Shortest Paths,find-edges-in-shortest-paths,Hard,False
3382,Find the Number of Subarrays Where Boundary Elements Are Maximum,find-the-number-of-subarrays-where-boundary-elements-are-maximum,Hard,False
3376,Longest Common Suffix Queries,longest-common-suffix-queries,Hard,False
3375,Kth Smallest Amount With Single Denomination Combination,kth-smallest-amount-with-single-denomination-combination,Hard,False
3364,Minimum Sum of Values by Dividing Array,minimum-sum-of-values-by-dividing-array,Hard,False
3362,Find the Median of the Uniqueness Array,find-the-median-of-the-uniqueness-array,Hard,False
3350,Distribute Elements Into Two Arrays II,distribute-elements-into-two-arrays-ii,Hard,False
3348,Minimum Cost Walk in Weighted Graph,minimum-cost-walk-in-weighted-graph,Hard,False
3345,Find the Sum of the Power of All Subsequences,find-the-sum-of-the-power-of-all-subsequences,Hard,False
3344,Minimize Manhattan Distances,minimize-manhattan-distances,Hard,False
3327,Minimum Moves to Pick K Ones,minimum-moves-to-pick-k-ones,Hard,False
3316,Find the Sum of Subsequence Powers,find-the-sum-of-subsequence-powers,Hard,False
3313,Maximum Strength of K Disjoint Subarrays,maximum-strength-of-k-disjoint-subarrays,Hard,False
3310,Count the Number of Houses at a Certain Distance II,count-the-number-of-houses-at-a-certain-distance-ii,Hard,False
3307,Find the Maximum Sum of Node Values,find-the-maximum-sum-of-node-values,Hard,False
3305,Count Prefix and Suffix Pairs II,count-prefix-and-suffix-pairs-ii,Hard,False
3303,Find Beautiful Indices in the Given Array II,find-beautiful-indices-in-the-given-array-ii,Hard,False
3298,Maximize Consecutive Elements in an Array After Modification,maximize-consecutive-elements-in-an-array-after-modification,Hard,False
3296,Minimum Time to Revert Word to Initial State II,minimum-time-to-revert-word-to-initial-state-ii,Hard,False
3290,Number of Subarrays That Match a Pattern II,number-of-subarrays-that-match-a-pattern-ii,Hard,False
3289,Earliest Second to Mark Indices II,earliest-second-to-mark-indices-ii,Hard,False
3277,Find the Number of Ways to Place People II,find-the-number-of-ways-to-place-people-ii,Hard,False
3261,Minimize OR of Remaining Elements Using Operations,minimize-or-of-remaining-elements-using-operations,Hard,False
3260,Divide an Array Into Subarrays With Minimum Cost II,divide-an-array-into-subarrays-with-minimum-cost-ii,Hard,False
3248,Count the Number of Incremovable Subarrays II,count-the-number-of-incremovable-subarrays-ii,Hard,False
3243,Count the Number of Powerful Integers,count-the-number-of-powerful-integers,Hard,False
3238,Minimum Cost to Convert String II,minimum-cost-to-convert-string-ii,Hard,False
3233,Maximize the Number of Partitions After Operations,maximize-the-number-of-partitions-after-operations,Hard,False
3224,Count the Number of Infection Sequences,count-the-number-of-infection-sequences,Hard,False
3223,Count Complete Substrings,count-complete-substrings,Hard,False
3218,Find Number of Coins to Place in Tree Nodes,find-number-of-coins-to-place-in-tree-nodes,Hard,False
3217,Number of Possible Sets of Closing Branches,number-of-possible-sets-of-closing-branches,Hard,False
3212,Count the Number of Good Partitions,count-the-number-of-good-partitions,Hard,False
3211,Find Maximum Non-decreasing Array Length,find-maximum-non-decreasing-array-length,Hard,False
3208,Count Beautiful Substrings II,count-beautiful-substrings-ii,Hard,False
3203,Palindrome Rearrangement Queries,palindrome-rearrangement-queries,Hard,False
3197,Maximum Strong Pair XOR II,maximum-strong-pair-xor-ii,Hard,False
3196,Apply Operations to Maximize Frequency Score,apply-operations-to-maximize-frequency-score,Hard,False
3184,Maximum Balanced Subsequence Sum,maximum-balanced-subsequence-sum,Hard,False
3181,Find Building Where Alice and Bob Can Meet,find-building-where-alice-and-bob-can-meet,Hard,False
3179,Maximum Points After Collecting Coins From All Nodes,maximum-points-after-collecting-coins-from-all-nodes,Hard,False
3153,Apply Operations on Array to Maximize Sum of Squares,apply-operations-on-array-to-maximize-sum-of-squares,Hard,False
3140,Count Visited Nodes in a Directed Graph,count-visited-nodes-in-a-directed-graph,Hard,False
3139,Subarrays Distinct Element Sum of Squares II,subarrays-distinct-element-sum-of-squares-ii,Hard,False
3112,Count Valid Paths in a Tree,count-valid-paths-in-a-tree,Hard,False
3107,Maximum Spending After Buying Items,maximum-spending-after-buying-items,Hard,False
3105,Minimum Edge Reversals So Every Node Is Reachable,minimum-edge-reversals-so-every-node-is-reachable,Hard,False
3091,Count of Sub-Multisets With Bounded Sum,count-of-sub-multisets-with-bounded-sum,Hard,False
3079,Minimum Edge Weight Equilibrium Queries in a Tree,minimum-edge-weight-equilibrium-queries-in-a-tree,Hard,False
3058,Maximum Number of K-Divisible Components,maximum-number-of-k-divisible-components,Hard,False
3057,Count K-Subsequences of a String With Maximum Beauty,count-k-subsequences-of-a-string-with-maximum-beauty,Hard,False
3047,Maximum Element-Sum of a Complete Subset of Indices,maximum-element-sum-of-a-complete-subset-of-indices,Hard,False
3032,Maximize Value of Function in a Ball Passing Game,maximize-value-of-function-in-a-ball-passing-game,Hard,False
3025,Minimum Operations to Form Subsequence With Target Sum,minimum-operations-to-form-subsequence-with-target-sum,Hard,False
3024,String Transformation,string-transformation,Hard,False
3017,Number of Beautiful Integers in the Range,number-of-beautiful-integers-in-the-range,Hard,False
3001,Apply Operations to Maximize Score,apply-operations-to-maximize-score,Hard,False
2952,Minimum Time to Make Array Sum At Most x,minimum-time-to-make-array-sum-at-most-x,Hard,False
2921,Count Stepping Numbers in Range,count-stepping-numbers-in-range,Hard,False
2919,Maximum Number of Groups With Increasing Length,maximum-number-of-groups-with-increasing-length,Hard,False
2905,Count Paths That Can Form a Palindrome in a Tree,count-paths-that-can-form-a-palindrome-in-a-tree,Hard,False
2894,Maximum Elegance of a K-Length Subsequence,maximum-elegance-of-a-k-length-subsequence,Hard,False
2884,Length of the Longest Valid Substring,length-of-the-longest-valid-substring,Hard,False
2879,Minimum Changes to Make K Semi-palindromes,minimum-changes-to-make-k-semi-palindromes,Hard,False
2849,Sum of Imbalance Numbers of All Subarrays,sum-of-imbalance-numbers-of-all-subarrays,Hard,False
2846,Robot Collisions,robot-collisions,Hard,False
2839,Maximum Sum Queries,maximum-sum-queries,Hard,False
2827,Greatest Common Divisor Traversal,greatest-common-divisor-traversal,Hard,False
2826,Find a Good Subset of the Matrix,find-a-good-subset-of-the-matrix,Hard,False
2818,Maximum Strictly Increasing Cells in a Matrix,maximum-strictly-increasing-cells-in-a-matrix,Hard,False
2808,Painting the Walls,painting-the-walls,Hard,False
2803,Modify Graph Edge Weights,modify-graph-edge-weights,Hard,False
2788,Design Cancellable Function,design-cancellable-function,Hard,False
2784,Power of Heroes,power-of-heroes,Hard,False
2765,Make Array Empty,make-array-empty,Hard,False
2757,Count of Integers,count-of-integers,Hard,False
2744,Memoize II,memoize-ii,Hard,False
2739,Minimize the Total Price of the Trips,minimize-the-total-price-of-the-trips,Hard,False
2726,Minimum Reverse Operations,minimum-reverse-operations,Hard,False
2717,Collect Coins in a Tree,collect-coins-in-a-tree,Hard,False
2711,Minimum Time to Visit a Cell In a Grid,minimum-time-to-visit-a-cell-in-a-grid,Hard,False
2708,Find the String with LCP,find-the-string-with-lcp,Hard,False
2703,Handling Sum Queries After Update,handling-sum-queries-after-update,Hard,False
2701,Subsequence With the Minimum Score,subsequence-with-the-minimum-score,Hard,False
2697,Minimum Number of Visited Cells in a Grid,minimum-number-of-visited-cells-in-a-grid,Hard,False
2689,Rearranging Fruits,rearranging-fruits,Hard,False
2687,Lexicographically Smallest Beautiful String,lexicographically-smallest-beautiful-string,Hard,False
2682,Count Increasing Quadruplets,count-increasing-quadruplets,Hard,False
2681,Put Marbles in Bags,put-marbles-in-bags,Hard,False
2678,Design Graph With Shortest Path Calculator,design-graph-with-shortest-path-calculator,Hard,False
2671,Shortest Cycle in a Graph,shortest-cycle-in-a-graph,Hard,False
2657,Minimum Time to Complete All Tasks,minimum-time-to-complete-all-tasks,Hard,False
2652,Count Number of Possible Root Nodes,count-number-of-possible-root-nodes,Hard,False
2648,Number of Ways to Earn Points,number-of-ways-to-earn-points,Hard,False
2647,Split the Array to Make Coprime Products,split-the-array-to-make-coprime-products,Hard,False
2642,Time to Cross a Bridge,time-to-cross-a-bridge,Hard,False
2635,Check if Point Is Reachable,check-if-point-is-reachable,Hard,False
2633,Minimum Cost to Split an Array,minimum-cost-to-split-an-array,Hard,False
2627,Difference Between Maximum and Minimum Price Sum,difference-between-maximum-and-minimum-price-sum,Hard,False
2618,Maximize the Minimum Powered City,maximize-the-minimum-powered-city,Hard,False
2605,Count Anagrams,count-anagrams,Hard,False
2601,Number of Great Partitions,number-of-great-partitions,Hard,False
2597,Cycle Length Queries in a Tree,cycle-length-queries-in-a-tree,Hard,False
2596,Add Edges to Make Degrees of All Nodes Even,add-edges-to-make-degrees-of-all-nodes-even,Hard,False
2592,Minimum Total Cost to Make Arrays Unequal,minimum-total-cost-to-make-arrays-unequal,Hard,False
2588,Maximum Number of Points From Grid Queries,maximum-number-of-points-from-grid-queries,Hard,False
2583,Divide Nodes Into the Maximum Number of Groups,divide-nodes-into-the-maximum-number-of-groups,Hard,False
2577,Count Palindromic Subsequences,count-palindromic-subsequences,Hard,False
2574,Count Subarrays With Median K,count-subarrays-with-median-k,Hard,False
2569,Number of Beautiful Partitions,number-of-beautiful-partitions,Hard,False
2563,Split Message Based on Limit,split-message-based-on-limit,Hard,False
2559,Maximum Number of Non-overlapping Palindrome Substrings,maximum-number-of-non-overlapping-palindrome-substrings,Hard,False
2554,Minimum Total Distance Traveled,minimum-total-distance-traveled,Hard,False
2549,Next Greater Element IV,next-greater-element-iv,Hard,False
2545,Height of Binary Tree After Subtree Removal Queries,height-of-binary-tree-after-subtree-removal-queries,Hard,False
2539,Minimum Number of Operations to Make Arrays Similar,minimum-number-of-operations-to-make-arrays-similar,Hard,False
2538,Minimum Cost to Make Array Equal,minimum-cost-to-make-array-equal,Hard,False
2531,Create Components With Same Value,create-components-with-same-value,Hard,False
2527,Count Subarrays With Fixed Bounds,count-subarrays-with-fixed-bounds,Hard,False
2526,Longest Increasing Subsequence II,longest-increasing-subsequence-ii,Hard,False
2521,Paths in Matrix Whose Sum Is Divisible by K,paths-in-matrix-whose-sum-is-divisible-by-k,Hard,False
2513,Number of Pairs Satisfying Inequality,number-of-pairs-satisfying-inequality,Hard,False
2510,Maximum Deletions on a String,maximum-deletions-on-a-string,Hard,False
2505,Number of Good Paths,number-of-good-paths,Hard,False
2499,Minimum Money Required Before Transactions,minimum-money-required-before-transactions,Hard,False
2494,Sum of Prefix Scores of Strings,sum-of-prefix-scores-of-strings,Hard,False
2479,Meeting Rooms III,meeting-rooms-iii,Hard,False
2472,Build a Matrix With Conditions,build-a-matrix-with-conditions,Hard,False
2466,Maximum Segment Sum After Removals,maximum-segment-sum-after-removals,Hard,False
2462,Find the K-Sum of an Array,find-the-k-sum-of-an-array,Hard,False
2457,Count Special Integers,count-special-integers,Hard,False
2450,Minimum Replacements to Sort the Array,minimum-replacements-to-sort-the-array,Hard,False
2449,Maximum Number of Robots Within Budget,maximum-number-of-robots-within-budget,Hard,False
2439,Longest Cycle in a Graph,longest-cycle-in-a-graph,Hard,False
2435,Shortest Impossible Sequence of Rolls,shortest-impossible-sequence-of-rolls,Hard,False
2430,Number of Excellent Pairs,number-of-excellent-pairs,Hard,False
2423,Minimum Deletions to Make Array Divisible,minimum-deletions-to-make-array-divisible,Hard,False
2419,Subarray With Elements Greater Than Varying Threshold,subarray-with-elements-greater-than-varying-threshold,Hard,False
2415,Count the Number of Ideal Arrays,count-the-number-of-ideal-arrays,Hard,False
2409,Number of Increasing Paths in a Grid,number-of-increasing-paths-in-a-grid,Hard,False
2404,Number of Distinct Roll Sequences,number-of-distinct-roll-sequences,Hard,False
